0x2100: INIDISP
0x8ece7f: VWF_Select2Or3_messages
0x8ece83: RenderText_Draw_Choose2HiOr3
0x8ecef1: VWF_Crash
0x8ecef7: RenderText_Draw_Choose3
0x8ecf6e: VWF_Choose1Or2_messages
0x8ecf72: RenderText_Draw_Choose1Or2
0x8ecfe2: RenderText_Draw_Scroll
0x8ed0c3: kVWF_RowPositions
0x8ed0c9: VWF_SetLine
0x8ed0f2: RenderText_Draw_SetColor
0x8ed115: RenderText_Draw_Wait
0x8ed138: RenderText_Draw_Wait_Init
0x8ed14c: VWF_WaitLoop_decCounter
0x8ed154: RenderText_Draw_Wait_End
0x8ed162: RenderText_Draw_PlaySfx
0x8ed176: RenderText_Draw_SetSpeed
0x8ed18d: RenderText_Draw_Command7B
0x8ed1bd: RenderText_Draw_ABunchOfSpaces
0x8ed1f9: RenderText_Draw_EmptyBuffer
0x8ed230: RenderText_Draw_PauseForInput
0x8ed25b: RenderText_Draw_Terminate
0x8ed280: RenderText_SetDefaultWindowPosition
0x8ed29c: RenderText_DrawBorderInitialize
0x8ed2ab: RenderText_DrawBorderRow
0x8ed2ec: Text_BuildCharacterTilemap
0x8ed307: RenderText_Refresh
0x8ed35a: kText_InitializationData
0x8ed37f: kText_BorderTiles
0x8ed391: kText_Positions
0x8ed399: kVWF_LinePositions
0x8ed39f: kVWF_Command7C
0x8ed3a7: kVWF_Command7B
0x8ed3af: kText_WaitDurations
0x8ed3cf: Text_UnusedData
0x8ed3d2: kText_CommandLengths
0x8ed3eb: Text_GenerateMessagePointers
0x8ed460: kDungPalinfos
0x8ed504: kOwBgPalInfo
0x8ed580: kOwSprPalInfo
0x8ed5a8: Overworld_LoadPalettes
0x8ed5f4: Palette_BgAndFixedColor_Black
0x8ed5f9: Palette_SetBgAndFixedColor
0x8ed60b: SetBackdropcolorBlack
0x8ed618: Palette_SetOwBgColor
0x8ed61d: Palette_SpecialOw
0x8ed622: Palette_GetOwBgColor
0x8ed653: Palette_AssertTranslucencySwap_ForcePlayerToBg1
0x8ed657: Palette_AssertTranslucencySwap
0x8ed65c: Palette_SetTranslucencySwap
0x8ed6b9: Palette_RevertTranslucencySwap_ForcePlayerBg2
0x8ed6bb: Palette_RevertTranslucencySwap
0x8ed6c0: LoadActualGearPalettes
0x8ed6d1: Palette_ElectroThemedGear
0x8ed6dd: LoadGearPalettes_bunny
0x8ed6e8: LoadGearPalettes
0x8ed741: LoadGearPalette
0x8ed757: Filter_Majorly_Whiten_Bg
0x8ed7fe: Filter_Majorly_Whiten_Color
0x8ed83a: Palette_Restore_BG_From_Flash
0x8ed8ae: Palette_Restore_Coldata
0x8ed8fb: Palette_Restore_BG_And_HUD
0x8ed940: DungMap_LightenUpMap
0x8ed94c: DungMap_Backup
0x8eda37: DungMap_FadeMapToBlack
0x8eda79: DungMap_RestoreOld
0x8edd40: Overworld_Memorize_Map16_Change
0x8edd61: kLwTurtleRockPegPositions
0x8edd67: HandlePegPuzzles
0x8eddfc: GanonTowerEntrance_Func1
0x8ede29: kSpecialSwitchArea_Map8
0x8ede31: kSpecialSwitchArea_Screen
0x8ede39: kSpecialSwitchArea_Direction
0x8ede41: kSpecialSwitchArea_Exit
0x8ede49: Overworld_CheckSpecialSwitchArea
0x8ede9a: Overworld_GetMap16OfLink_Mult8
0x8edece: kSpecialSwitchAreaB_Map8
0x8eded4: kSpecialSwitchAreaB_Screen
0x8ededa: kSpecialSwitchAreaB_Direction
0x8edee0: WeirdAssPlaceForAnExit
0x8edee3: Overworld_Func0_Main_SpecialOverworldInner
0x8ef400: Palette_AnimGetMasterSword
0x8ef404: Palette_AnimGetMasterSword2
0x8ef48c: Palette_AnimGetMasterSword3
0x8ef4eb: kDwPaletteAnim
0x8ef531: kDwPaletteAnim2
0x8ef582: Overworld_DwDeathMountainPaletteAnimation
0x8ef652: Overworld_LoadEventOverlay
0x8ef664: Overworld_EventOverlayFuncs
0x8f8000: map8_data
0x8ff540: Sprite_NullifyHookshotDrag
0x8ff577: Ancilla_AllocInit
0x8ff5c3: kDeath_AnimCtr0
0x8ff5d2: kDeath_AnimCtr1
0x8ff5e1: kDeath_SprFlags
0x8ff5e3: Death_PlayerSwoon
0x8ff64d: return_loc_8FF64D
0x8ff64f: kSwordBeam_Tab
0x8ff65f: kSwordBeam_Yvel
0x8ff663: kSwordBeam_Xvel
0x8ff667: kSwordBeam_S
0x8ff66b: kSwordBeam_Y
0x8ff66f: kSwordBeam_YHi
0x8ff673: kSwordBeam_X
0x8ff677: kSwordBeam_Xhi
0x8ff67b: AddSwordBeam
0x8ff74d: kSwordBeam_Char
0x8ff751: kSwordBeam_Char2
0x8ff754: kSwordBeam_Yvel2
0x8ff758: kSwordBeam_Yvel2Hi
0x8ff75c: kSwordBeam_Xvel2
0x8ff760: kSwordBeam_Xvel2Hi
0x8ff764: Ancilla_SwordBeam_
0x8ff8eb: kSwordFullChargeSpark_Y
0x8ff8f3: kSwordFullChargeSpark_X
0x8ff8fb: kSwordFullChargeSpark_Flags
0x8ff8ff: Ancilla_SwordFullChargeSpark_
0x8ff961: kSwordChargeSparkle_Y
0x8ff969: kSwordChargeSparkle_X
0x8ff971: kSwordChargeSparkle_A
0x8ff975: kSwordChargeSparkle_B
0x8ff979: AncillaSpawn_SwordChargeSparkle
0x8ffa37: Ancilla_MoveX_
0x8ffa43: Ancilla_MoveY_
0x8ffa6f: Death_PrepFaint
0x8ffaea: ShopKeeper_RapidTerminateReceiveItem
0x8ffafe: DashTremor_TwiddleOffset
0x8ffb7a: kBombosBlasts_Tab
0x8ffbc2: kRadialProjection_Tab2
0x8ffc02: kRadialProjection_Tab0
0x8ffc42: kRadialProjection_Tab1
0x8ffc82: kRadialProjection_Tab3
0x8ffcc2: kSomarianBlockDivide_Y
0x8ffce2: kSomarianBlockDivide_X
0x8ffd02: kSomarianBlockDivide_Char
0x8ffd12: kSomarianBlockDivide_Flags
0x8ffd22: Link_CheckBunnyStatus
0x8ffd3c: Ancilla_TerminateWaterfallSplashes
0x8ffd52: Ancilla_TerminateIfOffscreen
0x8ffd86: Sprite_InitializeSecondaryItemMinigame
0x8ffdaa: Main_ShowTextMessage
0x8ffdc4: Sprite_SpawnSparkleAncilla
0x8ffdcf: Bomb_CheckUndersideSpriteStatus
0x9af500: kRetreatBat_Dmds
0x9af590: kRetreatBat_Xpos
0x9af598: kRetreatBat_Ypos
0x9af5a0: kRetreatBat_Delay
0x9af5a5: Sprite_37_Waterfall
0x9af5ad: Sprite_Waterfall
0x9af5b8: Waterfall
0x9af5d5: kRetreatBat_Bg1Y
0x9af5d9: Sprite_BatCrash
0x9af63d: BatCrash_Approach
0x9af684: BatCrash_Ascend
0x9af6c8: BatCrash_DiveBomb
0x9af6e9: BatCrash_StallTheInevitable
0x9af6f5: Sprite_SpawnBatCrashCutscene
0x9af730: kRetreatBat_Oams
0x9af750: BatCrash_DrawHardcodedGarbage
0x9af76d: kPyramidDebris_X
0x9af78b: kPyramidDebris_Y
0x9af7a9: kPyramidDebris_Xvel
0x9af7c7: kPyramidDebris_Yvel
0x9af7e5: BatCrash_SpawnDebris
0x9af81f: kRetreatBat_count
0x9af833: RetreatBat_Draw
0x9af85c: kDrinkingGuy_Dmd
0x9af88c: DrinkingGuy_Draw
0x9af8ac: kLadyDmd
0x9af92c: Lady_Draw
0x9af954: Sprite_ReturnIfInactive___
0x9af971: kLanmolaShrapnel_Yvel
0x9af979: kLanmolaShrapnel_Xvel
0x9af981: Lanmola_SpawnShrapnel
0x9af9e6: UNREACHABLE_1AF9E6
0x9afa0c: Sprite_Cukeman
0x9afa7e: kCukeman_Dmd
0x9afb0e: Cukeman_Draw
0x9afb2c: RunningBoy_SpawnDustGarnish
0x9afb7b: kSecretSubst_Tab0
0x9afbbb: kSecretSubst_Tab2
0x9afbcb: kSecretSubst_Tab1
0x9afbdb: Overworld_SubstituteAlternateSecret
0x9afc31: Sprite_MovableMantle_
0x9afc39: Sprite_EE_CastleMantle_bounce
0x9afc9b: kMovableMantle_X
0x9afca1: kMovableMantle_Y
0x9afca7: kMovableMantle_Char
0x9afcad: kMovableMantle_Flags
0x9afcb3: MovableMantle_Draw
0x9afced: kMothula_Dmd
0x9afdad: SpriteDraw_Mothula
0x9afdb5: Mothula_Draw
0x9afe48: kMothula_Draw_X
0x9afe7e: kBottleVendor_GoodBeeX
0x9afe83: kBottleVendor_GoodBeeY
0x9afe88: BottleMerchant_BuyBee
0x9afecf: Sprite_ChickenLady_
0x9afed3: Sprite_ChickenLady
0x9aff00: SpritePrep_DiggingGameGuy
0x9aff2b: kItem_Hammer_SpawnWater_X
0x9aff33: kItem_Hammer_SpawnWater_Y
0x9aff3c: SpawnHammerWaterSplash
0x9bb800: kFallHole_Pos
0x9bb826: kFallHole_Area
0x9bb84c: kFallHole_Entrances
0x9bb860: Overworld_GetPitDestination
0x9bb8bf: kOverworld_Entrance_Tab0
0x9bb917: kOverworld_Entrance_Tab1
0x9bb96f: kOverworld_Entrance_Area
0x9bba71: kOverworld_Entrance_Pos
0x9bbb73: kOverworld_Entrance_Id
0x9bbbf4: Overworld_UseEntrance
0x9bbd7a: HandleItemTileAction_Overworld
0x9bbd82: Overworld_ToolAndTileInteraction
0x9bbf1e: Overworld_PickHammerSfx
0x9bbf4c: kBigRockTab1
0x9bbf54: kBigRockTabY
0x9bbf5c: kBigRockTabX
0x9bbf64: Overworld_GetLinkMap16Coords
0x9bbf9d: Overworld_HandleLiftableTiles
0x9bc008: Overworld_LiftingSmallObj
0x9bc055: Overworld_SmashRockPile
0x9bc063: Overworld_SmashRockPile_downOneTile
0x9bc076: Overworld_SmashRockPile_normalCoords
0x9bc09f: SmashRockPile_fromLift
0x9bc0f8: Overworld_BombTiles32x32
0x9bc155: Overworld_BombTile
0x9bc21d: Overworld_AlterWeathervane
0x9bc264: OpenGargoylesDomain
0x9bc2a7: CreatePyramidHole
0x9bc2f9: kSecretsForScreen
0x9bc8a4: Overworld_RevealSecret
0x9bc943: AdjustSecretForPowder
0x9bc952: Overworld_DrawWoodenDoor
0x9bc97c: Overworld_DrawMap16_Persist
0x9bc980: Overworld_DrawMap16
0x9bc983: Overworld_DrawMap16_Anywhere
0x9bc9de: Overworld_AlterTileHardcore
0x9bca69: Overworld_FindMap16VRAMAddress
0x9bca9f: Overworld_CreateTRPortal
0x9bcaba: kOverworld_EntranceSequence
0x9bcac4: Overworld_AnimateEntrance
0x9bcade: Overworld_AnimateEntrance_PoD
0x9bcae5: AnimateEntrance_PoD_step1
0x9bcb2b: AnimateEntrance_PoD_step2
0x9bcb47: AnimateEntrance_PoD_step3
0x9bcb6c: AnimateEntrance_PoD_step4
0x9bcb91: AnimateEntrance_PoD_step5
0x9bcba6: Overworld_AnimateEntrance_Skull
0x9bcbad: AnimateEntrance_Skull_step1
0x9bcbee: AnimateEntrance_Skull_step2
0x9bcc27: AnimateEntrance_Skull_step3
0x9bcc4d: AnimateEntrance_Skull_step4
0x9bcc8c: AnimateEntrance_Skull_step5
0x9bccd4: Overworld_AnimateEntrance_Mire
0x9bccfa: kMiseryMireEntranceBits
0x9bcd14: AnimateEntrance_Mire_step1
0x9bcd41: AnimateEntrance_Mire_step2
0x9bcda9: AnimateEntrance_Mire_step3
0x9bcdd7: AnimateEntrance_Mire_step4
0x9bce05: AnimateEntrance_Mire_step5
0x9bce28: Overworld_AnimateEntrance_TurtleRock
0x9bce48: AnimateEntrance_TurtleRock_step1
0x9bce5e: Overworld_EntranceSequence_Func3_1
0x9bce62: Overworld_EntranceSequence_Func3_2
0x9bce66: Overworld_EntranceSequence_Func3_3
0x9bce8a: AnimateEntrance_TurtleRock_step5
0x9bceac: AnimateEntrance_TurtleRock_step6
0x9bcef8: AnimateEntrance_TurtleRock_step7
0x9bcf17: AnimateEntrance_TurtleRock_step8
0x9bcf40: OverworldEntrance_PlayJingle
0x9bcf60: OverworldEntrance_DrawManyTR
0x9bcfd9: Overworld_AnimateEntrance_GanonsTower
0x9bcfe0: AnimateEntrance_GanonsTower_step01
0x9bcff1: AnimateEntrance_GanonsTower_step02
0x9bd00e: OverworldEntrance_AdvanceAndBoom
0x9bd01d: AnimateEntrance_GanonsTower_step03
0x9bd062: AnimateEntrance_GanonsTower_step04
0x9bd093: AnimateEntrance_GanonsTower_step05
0x9bd0de: AnimateEntrance_GanonsTower_step06
0x9bd107: AnimateEntrance_GanonsTower_step07
0x9bd127: AnimateEntrance_GanonsTower_step08
0x9bd14d: AnimateEntrance_GanonsTower_step09
0x9bd16d: AnimateEntrance_GanonsTower_step10
0x9bd19f: AnimateEntrance_GanonsTower_step11
0x9bd1c0: AnimateEntrance_GanonsTower_step12
0x9bd218: kPalette_MainSpr
0x9bd308: kPalette_ArmorAndGloves
0x9bd39e: kPalette_SpriteAux3
0x9bd446: kPalette_MiscSprite_Indoors
0x9bd4e0: kPalette_SpriteAux1
0x9bd630: kPalette_Sword
0x9bd648: kPalette_Shield
0x9bd660: kHudPalData
0x9bd70a: kPalette_PalaceMapSpr
0x9bd734: kPalette_DungBgMain
0x9be544: kPalette_PalaceMapBg
0x9be604: kPalette_OverworldBgAux3
0x9be6c8: kPalette_OverworldBgMain
0x9be86c: kPalette_OverworldBgAux12
0x9bebc6: kMult_14
0x9bebd6: kMult_14b
0x9bec13: kMult_42
0x9bec3b: kMult_70
0x9bec47: kHudPaletteOffs
0x9bec4b: kMult_180
0x9bec77: Palette_Load_SpritePal0Left
0x9bec9e: Palette_Load_SpriteMain
0x9becc5: Palette_Load_SpriteAux1
0x9bece4: Palette_Load_SpriteAux2
0x9bed03: Palette_Load_Sword
0x9bed29: Palette_Load_Shield
0x9bed4f: UNREACHABLE_1BED4F
0x9bed6e: Palette_Load_SpriteEnvironment
0x9bed72: Palette_Load_SpriteEnvironment_Dungeon
0x9bed91: Palette_MiscSprite_Outdoors
0x9beddd: Palette_Load_DungeonMapSprite
0x9bedf5: kGlovesColor
0x9bedf9: Palette_Load_LinkArmorAndGloves
0x9bee1b: Palette_UpdateGlovesColor
0x9bee3a: Palette_Load_DungeonMapBG
0x9bee52: Palette_Load_HUD
0x9bee74: Palette_Load_DungeonSet
0x9beea8: Palette_Load_OWBG3
0x9beec7: Palette_Load_OWBGMain
0x9beee8: Palette_Load_OWBG1
0x9bef0c: Palette_Load_OWBG2
0x9bef30: Palette_LoadSingle
0x9bef4b: Palette_LoadMultiple
0x9bef7b: Palette_LoadMultiple_Arbitrary
0x9bef96: Palette_LoadForFileSelect
0x9bf032: Palette_LoadForFileSelect_Armor
0x9bf072: Palette_LoadForFileSelect_Sword
0x9bf09a: Palette_LoadForFileSelect_Shield
0x9bf0c2: Palette_LoadAgahnim
0x9bf110: kSomeTileAttr
0x9d8000: kFish_Tab2
0x9d8010: Sprite_ApplyConveyor
0x9d8040: Sprite_CreateDeflectedArrow
0x9d808c: Sprite_Move_0x9d
0x9d8094: Sprite_CheckTileCollision____
0x9d8099: Sprite_D4_Landmine
0x9d80bb: kLandMine_OamFlags
0x9d80bf: Landmine_Detonating
0x9d80fc: kLandmine_Dmd
0x9d810c: Landmine_Draw
0x9d8129: Sprite_D3_Stal
0x9d814f: Stal_Dormant
0x9d8198: kStal_Gfx
0x9d819d: Stal_Active
0x9d81dc: kStal_Dmd
0x9d820c: Stal_Draw
0x9d8235: Sprite_D2_FloppingFish
0x9d826c: FloppingFish_WriggleInHands
0x9d827e: FloppingFish_PrepareLeap
0x9d828b: Sprite_SpawnSmallWaterSplash_
0x9d8290: kFish_Gfx2
0x9d82a1: FloppingFish_Leap
0x9d830f: FloppingFish_CheckForWaterInit
0x9d8321: kFish_Xvel
0x9d8329: kFish_Yvel
0x9d8331: kFish_Tab1
0x9d8333: kFish_Gfx
0x9d8336: FloppingFish_Flop
0x9d83b6: kFish_Dmd
0x9d8436: kFish_Dmd2
0x9d847e: DontDrawFloppingFish
0x9d8483: Fish_Draw
0x9d84f1: kChimneySmoke_Dmd
0x9d8531: ChimneySmoke_Draw
0x9d8549: Sprite_DrawMultiple__
0x9d8550: Sprite_ChimneySmoke
0x9d858b: Sprite_D1_BunnyBeam
0x9d858f: Sprite_Chimney
0x9d85e0: Sprite_BunnyBeam
0x9d85fa: kRabbitBeam_Gfx
0x9d8600: RabbitBeam_Active
0x9d866a: Sprite_D0_Lynel
0x9d868a: kLynel_Xtarget
0x9d8694: kLynel_Ytarget
0x9d8698: Lynel_TargetLink
0x9d86cd: kLynel_Gfx
0x9d86d5: Lynel_ApproachPlayer
0x9d873c: kLynel_AttackGfx
0x9d8740: Lynel_Fire
0x9d8778: kLynel_Dmd
0x9d8880: Lynel_Draw
0x9d88a1: Sprite_SpawnPhantomGanon
0x9d88bc: Sprite_PhantomGanon
0x9d8906: kGanonBat_Gfx
0x9d890a: kGanonBat_TargetXvel
0x9d890c: kGanonBat_TargetYvel
0x9d890e: Sprite_GanonBat
0x9d89bb: kGanonBat_Dmd
0x9d89eb: GanonBat_Draw
0x9d8a04: kPhantomGanon_Dmd
0x9d8a84: PhantomGanon_Draw
0x9d8aa9: SwishEvery16Frames
0x9d8ab6: Sprite_GanonTrident
0x9d8ae4: Sprite_ApproachTargetSpeed_
0x9d8b07: kTrident_Xoffs
0x9d8b0b: Trident_AimForParentPosition
0x9d8b49: Sprite_FireBat_Trailer
0x9d8b52: Sprite_SpiralFireBat
0x9d8b90: FireBat_Move
0x9d8bbc: Sprite_AdjustAuxCoords_bank1D
0x9d8bd1: kFirebat_X
0x9d8bd3: kFirebat_Xhi
0x9d8bd5: kFirebat_Y
0x9d8bd7: Sprite_FireBat_Launched
0x9d8bee: GetPositionRelativeToTheGreatOverlordGanon
0x9d8c17: FireBat_PositionSelfAndAnimateAndPrepareForLaunch
0x9d8c2b: kFirebat_Gfx2
0x9d8c34: kFirebat_Gfx
0x9d8c38: FireBat_PositionSelfAndAnimate
0x9d8c43: FireBat_Animate
0x9d8c55: FireBat_LaunchedFlying
0x9d8c90: kFirebat_Draw_X
0x9d8c94: kFirebat_Draw_Char
0x9d8c9b: kFirebat_Draw_Flags
0x9d8ca9: FireBat_Draw
0x9d8d06: Ganon_AttemptTridentCatch
0x9d8d29: SpritePrep_Ganon_PrepareBattle
0x9d8d50: kGanonMath_X
0x9d8d60: kGanonMath_Y
0x9d8d70: Ganon_HandleFireBatCircle
0x9d8e75: Six_NOP
0x9d8e7c: Ganon_SpawnSpiralBat
0x9d8eb4: Sprite_D6_Ganon
0x9d8ecb: kGanon_HeadDir0
0x9d8ecd: kGanon_GfxB
0x9d8f8a: kGanon_Gfx19
0x9d8f8c: Ganon_Phase4_Stunned
0x9d8fb8: kGanon_Gfx17b
0x9d8fba: kGanon_Gfx17
0x9d8fbc: Ganon_Phase4_Attack
0x9d8ffa: Ganon_EnableInvincibility
0x9d9016: kGanon_Gfx15
0x9d9018: Ganon_Phase3_SmashFloor
0x9d9042: kGanon_Gfx16
0x9d9044: Ganon_Phase3_DropTiles
0x9d907f: Sprite_ShowMessageMinimal_
0x9d90c4: kGanon_Ov_Type
0x9d90c8: kGanon_Ov_X
0x9d90cc: kGanon_Ov_Y
0x9d90d0: Ganon_SpawnFallingTilesOverlord
0x9d910d: kGanon_Gfx12
0x9d9113: Ganon_Phase3_FireBats
0x9d9158: kGanon_Gfx16_Y
0x9d915c: Ganon_SpawnFireBat_trailing
0x9d9160: Ganon_Func1_3
0x9d9162: Ganon_Func1
0x9d91d5: Ganon_Phase3_SabotagePB
0x9d9203: Ganon_Phase2_CircleOfBats
0x9d9231: kGanon_Tab2
0x9d9240: kGanon_Delay8
0x9d9248: Ganon_Phase2_LaunchSpiralBats
0x9d928f: Ganon_Phase2_Warp
0x9d92aa: Ganon_Phase2_MakePhaseDecision
0x9d92ca: Ganon_Phase1_IntroduceSelf
0x9d92f7: kGanon_G_Func2
0x9d9307: kGanon_GfxFunc2
0x9d9317: kGanon_X1
0x9d9319: kGanon_XHi1
0x9d931b: kGanon_Y1
0x9d931d: kGanon_YHi1
0x9d931f: kGanon_Xvel1
0x9d932f: kGanon_Yvel1
0x9d933f: kGanon_Gfx1
0x9d9354: Ganon_Phase1_ThrowTrident
0x9d93db: Ganon_Phase1_AnimateTridentSpin
0x9d93fb: kGanon_Gfx2_0
0x9d93fd: Ganon_Phase1_WaitForTrident
0x9d9424: kGanon_G
0x9d9426: kGanon_Gfx
0x9d9428: Ganon_Phase1_MakePhaseDecision
0x9d9443: Ganon_HandleAnimation_Idle
0x9d9456: Ganon_Func2_
0x9d945a: kGanon_HeadDir
0x9d946c: Ganon_Phase1_Warp
0x9d947f: Ganon_SelectWarpLocation
0x9d94ba: Ganon_ShakeHead
0x9d94c5: kGanon_NextX
0x9d94cd: kGanon_NextY
0x9d94d5: kGanon_NextSubtype
0x9d94f5: Ganon_Phase3_Warp
0x9d94fa: Ganon_LookAround
0x9d95ad: Ganon_Phase2_HoldTrident
0x9d95ce: kGanon_Draw_X
0x9d969a: kGanon_Draw_Y
0x9d9766: kGanon_Draw_Char
0x9d9832: kGanon_SprOffs
0x9d9843: kGanon_Draw_Flags
0x9d990f: kTrident_Dmd
0x9d9a9f: kTrident_Draw_X
0x9d9aa9: kTrident_Draw_Y
0x9d9ab3: kGanon_Draw_Char2
0x9d9abf: kGanon_Draw_Flags2
0x9d9acb: kGanon_Dmd
0x9d9adf: Ganon_Draw
0x9d9c1c: Trident_Draw
0x9d9c7a: kSwamola_Mult32
0x9d9c80: SpritePrep_Swamola_InitializeSegments
0x9d9cb0: Sprite_CF_Swamola
0x9d9ced: kSwamola_Target_X
0x9d9cff: kSwamola_Target_Y
0x9d9d11: kSwamola_Target_Dir
0x9d9d19: Swamola_Emerge
0x9d9d67: Swamola_Ascend
0x9d9d80: Sprite_Swamola_ApproachTargetVelocity
0x9d9da3: kSwamola_Z_Accel
0x9d9da5: kSwamola_Z_Vel_Target
0x9d9da7: Swamola_Wiggle
0x9d9e13: Swamola_ProjectVelocityTowardsTarget
0x9d9e32: Swamola_Descend
0x9d9e62: Swamola_Submerge
0x9d9eaa: Swamola_SpawnRipples
0x9d9ece: Sprite_Swamola_Ripples
0x9d9edd: kSwamolaRipples_Dmd
0x9d9f1d: SwamolaRipples_Draw
0x9d9f3c: kSwamola_HistOffs
0x9d9f40: kSwamola_Gfx
0x9d9f50: kSwamola_Draw_OamFlags
0x9d9f60: kSwamola_Gfx2
0x9d9f64: Swamola_Draw
0x9da03c: Blind_SpawnFromMaiden
0x9da081: SpritePrep_Blind_PrepareBattle
0x9da0b1: BlindLaser_SpawnTrailGarnish
0x9da110: kBlindHead_XvelLimit
0x9da112: kBlindHead_XposLimit
0x9da114: kBlindHead_YvelLimit
0x9da116: kBlindHead_YposLimit
0x9da118: Sprite_Blind_Head
0x9da1ed: Blind_SpawnHead
0x9da23c: kBlindLaser_Gfx
0x9da24c: kBlindLaser_OamFlags
0x9da25c: kBlind_Gfx0
0x9da263: Sprite_CE_Blind
0x9da268: Sprite_BlindLaser
0x9da2d2: Sprite_Blind_Blind_Blind
0x9da3d4: kBlind_Gfx_BehindCurtain
0x9da3d8: Blind_Undress
0x9da40b: kBlind_Gfx_Rerobe
0x9da410: Blind_Rerobe
0x9da445: kBlindHead_SpawnFireball_Xvel
0x9da455: kBlindHead_SpawnFireball_Yvel
0x9da465: Blind_FireballFlurry
0x9da49d: Blind_SpitFireball
0x9da4c6: Blind_THELIGHT
0x9da4f9: SpawnBossPoof
0x9da53a: Blind_EscapeLight
0x9da567: kBlind_Oscillate_YVelTarget
0x9da569: kBlind_Oscillate_XVelTarget
0x9da56b: kBlind_Oscillate_XPosTarget
0x9da56d: Blind_Shimmy
0x9da604: kBlind_SwitchWall_YVelTarget
0x9da606: kBlind_SwitchWall_YPosTarget
0x9da608: Blind_SwapSides
0x9da647: Blind_Decelerate_X
0x9da665: kBlind_WhirlAround_Gfx
0x9da667: Blind_Spin
0x9da6a4: Blind_Decelerate_Y
0x9da6c0: Blind_CheckBumpDamage
0x9da6cf: kBlind_Gfx_Animate
0x9da6d7: kBlind_HeadDir
0x9da6e7: kBlind_Animate_Tab
0x9da6ef: Blind_Animate
0x9da729: Blind_AnimateRobes
0x9da745: kBlind_Laser_Xvel
0x9da755: kBlind_Laser_Yvel
0x9da765: Blind_SpawnLaser
0x9da7aa: kBlind_Dmd
0x9daaf2: kBlindPoof_Dmd
0x9dac2f: BlindPoof_Draw
0x9dac42: kBlind_OamIdx
0x9dac4c: kBlindHead_Draw_Char
0x9dac5c: kBlindHead_Draw_Flags
0x9dac6c: Blind_Draw
0x9dacc8: Blind_BumpDamageFromBody
0x9dad0e: Trinexx_Initialize
0x9dad16: TrinexxComponents_Initialize
0x9dad26: Trinexx_Initialize_Rock
0x9dad4f: Trinexx_RestoreXY
0x9dad67: Trinexx_Initialize_Fire
0x9dad70: TrinexxPartB_Initialize
0x9dad8c: Trinexx_CachePosition
0x9dada5: kSprite_TrinexxD_Gfx3
0x9dadad: kSprite_TrinexxD_Gfx
0x9dadb5: Sprite_Trinexx_FinalPhase
0x9dae65: kSprite_TrinexxD_Xvel
0x9dae69: kSprite_TrinexxD_Yvel
0x9dae6d: Sprite_Trinexx_Phase2_SnekAlongWall
0x9daea8: Trinexx_CircleLink
0x9daef5: Sprite_Trinexx_Phase2_SnekAfterLink
0x9daf24: kTrinexxD_HistPos
0x9daf3c: kSprite_TrinexxD_Gfx2
0x9daf54: kTrinexxD_OamOffs
0x9daf84: Sprite_TrinexxD_Draw
0x9db079: Sprite_Trinexx_CheckDamageToFlashingSegment
0x9db0ca: Sprite_CB_TrinexxRockHead
0x9db1b1: kTrinexx_X0
0x9db1b9: kTrinexx_X0Hi
0x9db1c1: kTrinexx_Y0
0x9db1c9: kTrinexx_Y0Hi
0x9db24a: kTrinexx_Tab0
0x9db24e: kTrinexx_Tab1
0x9db252: Trinexx_ChooseNextAction
0x9db2a1: Trinexx_MoveBody
0x9db34d: Sprite_Trinexx_State1_Inner
0x9db369: Trinexx_PrepareLunge
0x9db388: Trinexx_LungeHead
0x9db3b5: Trinexx_WagTail
0x9db3e6: Trinexx_HandleShellCollision
0x9db440: kTrinexx_Draw1_Dmd
0x9db560: SpriteDraw_TrinexxRockHead
0x9db587: SpriteDraw_TrinexxRockHeadAndBody
0x9db773: kTrinexx_Draw_X
0x9db7b9: kTrinexx_Draw_Y
0x9db7ff: kTrinexx_Draw_Char
0x9db804: kTrinexx_Mults
0x9db810: kTrinexx_Draw_Xoffs
0x9db820: kTrinexx_Draw_Yoffs
0x9db830: kTrinexxHead_Target0
0x9db85d: kTrinexxHead_Target1
0x9db88a: kTrinexxHead_Xoffs
0x9db88c: kTrinexxHead_B
0x9db897: Sprite_CC_TrinexxBreath_FireHead
0x9db89f: Sprite_CD_TrinexxBreath_IceHead
0x9db8a7: Sprite_Sidenexx
0x9db92b: Sidenexx_Stunned
0x9db986: Sidenexx_Dormant
0x9db9a6: Sidenexx_Think
0x9db9f2: Sidenexx_Move
0x9dba68: kTrinexxHead_FrameMask
0x9dba70: Sidenexx_Breathe
0x9dbae8: Sidenexx_ExhaleDanger
0x9dbafa: Trinexx_Func5_Inner
0x9dbb3f: Sidenexx_Explode
0x9dbb6d: kMult_9
0x9dbb70: TrinexxHead_Draw
0x9dbc8c: TrinexxHead_FirstPart_X
0x9dbc91: TrinexxHead_FirstPart_Y
0x9dbc96: TrinexxHead_FirstPart_Char
0x9dbc9b: TrinexxHead_FirstPart_Flags
0x9dbca0: TrinexxHead_FirstPart_Draw
0x9dbd28: Sprite_TrinexxBreath_ice
0x9dbd44: Sprite_CC_CD_Common
0x9dbd65: Sprite_CD_SpawnGarnish
0x9dbdc6: Sprite_TrinexxBreath_fire
0x9dbdd6: Sprite_TrinexxFire_AddFireGarnish
