Vector_RESET Interrupt_Reset
Sprite_PotionShopTrampoline Sprite_E9_MagicShopAssistant_bounce
SpritePrep_PotionShopTrampoline SpritePrep_MagicShopAssistant_bounce
Sprite_HeartContainerTrampoline Sprite_EA_HeartContainer_bounce
SpritePrep_HeartContainerTrampoline SpritePrep_HeartContainer_bounce
Sprite_HeartPieceTrampoline Sprite_EB_HeartPiece_bounce
SpritePrep_HeartPieceTrampoline SpritePrep_HeartPiece
FluteBoy_UnusedInvocation Sprite_2E_FluteKid_bounce
Sprite_UnusedTelepathTrampoline Sprite_2D_TelepathicTile_bounce
Sprite_HumanMulti_1_Trampoline Sprite_29_Adult_bounce
Sprite_SweepingLadyTrampoline Sprite_2A_SweepingLady_bounce
Sprite_LumberjacksTrampoline Sprite_2C_Lumberjacks_bounce
Sprite_FortuneTellerTrampoline Sprite_31_FortuneTeller_bounce
Sprite_MazeGameLadyTrampoline Sprite_2F_RaceGameLady_bounce
Sprite_MazeGameGuyTrampoline Sprite_30_RaceGameGuy_bounce
Sprite_TalkingTreeTrampoline Sprite_25_TalkingTree_bounce
Sprite_MovableStatue Sprite_1C_Statue
MovableStatue_CheckFullSwitchCovering Statue_CheckForSwitch
MovableStatue_MoveTouchingSprites Statue_BlockSprites
Sprite_WeathervaneTrigger Sprite_1D_FluteQuest
Sprite_WishPond Sprite_72_FairyPond
Sprite_HappinessPond_0 Sprite_FairyPond_WaitForLink
Sprite_HappinessPond_1 Sprite_LakeHyliaFairy_WaitForLink
Sprite_HappinessPond_2 Sprite_LakeHyliaFairy_BegForDonation
Sprite_HappinessPond_3 Sprite_LakeHyliaFairy_AcceptDonation
Sprite_HappinessPond_4 Sprite_LakeHyliaFairy_WaitForDonation
Sprite_HappinessPond_5 Sprite_LakeHyliaFairy_SpawnFairy
Sprite_HappinessPond_6 Sprite_LakeHyliaFairy_Greetings
Sprite_HappinessPond_7 Sprite_LakeHyliaFairy_OfferUpgrade
Sprite_HappinessPond_8 Sprite_LakeHyliaFairy_UpgradeBombs
Sprite_HappinessPond_9 Sprite_LakeHyliaFairy_RevertTranslucency
Sprite_HappinessPond_10 Sprite_LakeHyliaFairy_DeleteFairy
Sprite_HappinessPond_11 Sprite_LakeHyliaFairy_RestoreAndReset
Sprite_HappinessPond_12 Sprite_LakeHyliaFairy_UpgradeArrows
Sprite_HappinessPond_13 Sprite_LakeHyliaFairy_GiveDonationStatus
HappinessPond_GrantLuckStatus LakeHyliaFairy_GrantLuck
Sprite_WishPond2_0 Sprite_UpgradeFairy_WaitForLink
Sprite_WishPond2_1 Sprite_UpgradeFairy_OfferItemToss
Sprite_WishPond2_2 Sprite_UpgradeFairy_HandleItemToss
Sprite_WishPond2_3 Sprite_UpgradeFairy_SpawnFairy
Sprite_WishPond2_4 Sprite_UpgradeFairy_AskWhoDidThis
Sprite_WishPond2_5 Sprite_UpgradeFairy_HandleAnswer
Sprite_WishPond2_6 Sprite_UpgradeFairy_HandleUpgrade
Sprite_WishPond2_7 Sprite_UpgradeFairy_Retreat
Sprite_WishPond2_8 Sprite_UpgradeFairy_FixPalettes
Sprite_WishPond2_9 Sprite_UpgradeFairy_HandleItemReceipt
Sprite_WishPond2_10 Sprite_UpgradeFairy_FinalGoodBye
Sprite_WishPond2_11 Sprite_UpgradeFairy_YouLiar
Sprite_WishPond2_12 Sprite_UpgradeFairy_SecondChance
Sprite_WishPond2_13 Sprite_UpgradeFairy_DebaseLink
Sprite_Leever Sprite_71_Leever
Leever_UnderSand Leever_Underground
sub_86CBF5 UNREACHABLE_06CBFD
Leever_AttackPlayer Leever_Attack
Leever_Submerge Leever_Dig
Sprite_HeartRefill Sprite_D8_Heart
Sprite_ResetVelXYZ Sprite_ZeroVelocity_XYZ
Sprite_ReturnHandleDraggingByAncilla Sprite_HandleDraggingByAncilla
Sprite_Faerie Sprite_E3_Fairy
Faerie_Normal Fairy_Prancing
Faerie_HandleCapture Fairy_HandleCapture
Faerie_CheckForTemporaryUntouchability Fairy_CheckIfTouchable
Sprite_Key Sprite_E4_SmallKey
Sprite_ItemPickup Sprite_D9_GreenRupee
Sprite_CommonItemPickup Sprite_Absorbable_Main
ShieldPickup_AbsorptionByPlayer Absorb_Shield
BigKey_AbsorptionByPlayer Absorb_BigKey
Faerie_AbsorptionByPlayer Absorb_Fairy
sub_86D1AF Absorb_Heart
GreenRupee_AbsorptionByPlayer Absorb_Rupee
OneBombRefill_AbsorptionByPlayer Absorb_Bomb
SmallMagicRefill_AbsorptionByPlayer Absorb_SmallMagic
FiveArrowRefill_AbsorptionByPlayer Absorb_Arrows_5
Sprite_DrawAbsorbableOrReturn SpriteDraw_AbsorbableTransient
Sprite_Octorock Sprite_08_Octorok
Octorock_Normal Octorok_ShootSingle
Octorock_FourShooter Octorok_Shoot4Ways
Octorock_SpitOutRock Octorok_FireLoogie
Sprite_Octostone Sprite_0C_OctorokStone
Octostone_DrawCrumbling SpriteDraw_OctorokStoneCrumbling
Sprite_Octoballoon Sprite_0F_Octoballoon
Octoballoon_ApplyRecoilToPlayer Octoballoon_RecoilLink
Octoballoon_SpawnTheSpawn Octoballoon_FormBabby
Sprite_Octospawn Sprite_10_OctoballoonBaby
Sprite_Buzzblob Sprite_0D_Buzzblob
Sprite_WallInducedSpeedInversion Sprite_BounceOffWall
Sprite_NegateVel Sprite_InvertSpeed_XY
Sprite_InvertVertSpeed Sprite_InvertSpeed_Y
Sprite_PrepAndDrawSingleLarge SpriteDraw_SingleLarge
Sprite_PrepAndDrawSingleSmall SpriteDraw_SingleSmall
Sprite_DrawShadow SpriteDraw_Shadow
Sprite_DrawShadowEx SpriteDraw_Shadow_custom
Sprite_DrawKey Sprite_DrawThinAndTall
Sprite_StalfosHead Sprite_02_StalfosHead
SpriteHeld_Main SpriteModule_Carried
SpriteHeld_ThrowQuery CarriedSprite_CheckForThrow
ThrownSprite_TileAndPeerInteraction ThrownSprite_TileAndSpriteInteraction
SpriteStunned_Main SpriteModule_Stunned
ThrownSprite_CheckDamageToPeers ThrownSprite_CheckDamageToSprites
ThrownSprite_CheckDamageToSinglePeer ThrownSprite_CheckDamageToSingleSprite
Sprite_NegateHalveSpeedEtc Sprite_ApplyRicochet
Sprite_Func20 ThrowableScenery_TransmuteIfValid
Sprite_Func21 ThrowableScenery_TransmuteToDebris
Sprite_Func2 Sprite_ScheduleForBreakage
Sprite_HalveVelocity Sprite_HalveSpeed_XY
Fish_SpawnLeapingFish Sprite_SpawnLeapingFish
SpriteStunned_Main_Func1_withRipple HandleFreezeAndStunTimer
SpritePoof_Main SpriteModule_Poof
Sprite_PrepOamCoordSafe Sprite_PrepOamCoord
sub_86E4A1 Sprite_CheckTileCollision_set_layer
j_Sprite_CheckTileCollisionSingleLayer Sprite_CheckTileCollision_check_just_one
Sprite_Func7 Sprite_CheckForTileInDirection_horizontal
Sprite_Func6 Sprite_CheckForTileInDirection_vertical
Sprite_Func9 SpriteFall_AdjustPosition
Sprite_Func10 Sprite_CheckTileInDirection
Sprite_Func5 Sprite_CheckTileProperty
Entity_GetTileAttr GetTileAttribute
Sprite_GetTileAttrLocal Sprite_GetTileAttribute
Entity_CheckSlopedTileCollisionLong Sprite_CheckSlopedTileCollision
Sprite_ProjectSpeedTowardsPlayer_return Sprite_ProjectSpeedTowardsLink_instantexit
Sprite_ProjectSpeedTowardsPlayer Sprite_ProjectSpeedTowardsLink
Sprite_ApplySpeedTowardsPlayer Sprite_ApplySpeedTowardsLink
Sprite_ProjectSpeedTowardsEntity Sprite_ProjectSpeedTowardsLocation
sub_86EA2A Sprite_ProjectSpeedTowardsLocation_fastexit
Sprite_IsToRightOfEntity Sprite_IsRightOfLocation
Sprite_IsBelowEntity Sprite_IsBelowLocation
Sprite_DirectionToFaceEntity Sprite_DirectionToFaceLocation
Sprite_Func1 Guard_ParrySwordAttacks
Sprite_Func13 Sprite_AttemptZapDamage
Sprite_CheckAncillaDamage Ancilla_CheckDamageToSprite
Sprite_CheckAncillaDamage2 Ancilla_CheckDamageToSprite_aggressive
Sprite_Func11 Ancilla_CheckDamageToSprite_preset
Sprite_Func14 Sprite_CalculateSwordDamage
Sprite_Func16 Sprite_ApplyCalculatedDamage
Sprite_Func17 AgahnimBalls_DamageAgahnim
Sprite_HitTimer24 Sprite_MiniMoldorm_Recoil
Sprite_CheckDamageToPlayer Sprite_CheckDamageToLink
Sprite_CheckDamageToPlayerSameLayer Sprite_CheckDamageToLink_same_layer
Sprite_CheckDamageToPlayerIgnoreLayer Sprite_CheckDamageToLink_ignore_layer
Sprite_CheckDamageToPlayer_CheckCoord Sprite_SetupHitBox00
Sprite_CheckDamageFromPlayer Sprite_CheckDamageFromLink
Sprite_StaggeredCheckDamageToPlayerPlusRecoil Sprite_AttemptDamageToLinkWithCollisionCheck
Sprite_AttemptDamageToPlayerPlusRecoil Sprite_AttemptDamageToLinkPlusRecoil
sub_86F445 Sprite_RecoilLinkAndTHUMP
Player_SetupActionHitBoxLong SetupActionHitBox
Player_SetupActionHitBoxInner2 SetupActionHitBox_spinning
Player_SetupActionHitBoxInner SetupActionHitBox_dashing
Sprite_Func12 Sprite_DoHitBoxesFast
Sprite_ApplyRecoilToPlayer Sprite_ApplyRecoilToLink
Player_PlaceRepulseSpark Link_PlaceWeaponTink
Sprite_PlaceRupulseSpark Sprite_PlaceWeaponTink
GetPlayerHitBoxUnlessDisabled Link_SetupHitBox_conditional
GetPlayerHitBox Link_SetupHitBox
OAM_AllocateDeferToPlayer Oam_AllocateDeferToPlayer
SpriteDeath_Main SpriteModule_Die
SpriteDeath_Func1 Sprite_DoTheDeath
SpriteDeath_Func2 ForcePrizeDrop
SpriteDeath_Func3 PrepareEnemyDrop
SpriteDeath_DrawPerishingOverlay SpriteDeath_DrawPoof
SpriteCustomFall_Main SpriteModule_Fall2
Sprite_DrawFall_Type0 SpriteDraw_FallingHelmaBeetle
Sprite_DrawFall_Type1 SpriteDraw_FallingHumanoid
sub_86FF6D UNREACHABLE_06FF73
Player_Main Link_Main
Player_DoSfx1 PlaySfx_Set1
Player_DoSfx2 PlaySfx_Set2
Player_DoSfx3 PlaySfx_Set3
GetPlayerRelativePan PlaySfx_SetPan
Player_Main_UnlessFrozen Link_ControlHandler
PlayerHandler_00_Ground LinkState_Default
PlayerHandler_00_Ground_2 HandleLink_From1D
Link_CheckRemoveTempbunny Link_HandleBunnyTransformation
PlayerHandler_1C_TempBunny LinkState_TemporaryBunny
Link_TempBunny_Func1 LinkState_Bunny_recache
PlayerHandler_18_StuckUnderRock LinkState_HoldingBigRock
Player_InitiateFirstEtherSpell EtherTablet_StartCutscene
PlayerHandler_19_ReceiveEther LinkState_ReceivingEther
Player_InitiateFirstBombosSpell BombosTablet_StartCutscene
PlayerHandler_1A_ReceiveBombos LinkState_ReceivingBombos
sub_87866D InitiateDesertCutscene
PlayerHandler_1B_OpenDesertPalace LinkState_ReadingDesertTablet
Player_CheckGravestoneOrSomariaBlock HandleSomariaAndGraves
PlayerHandler_02_RecoilMode LinkState_Recoil
Player_HandleIncapacitated Link_HandleRecoilAndTimer
PlayerHandler_05_TurtleRockPlatform_UNUSED LinkState_OnIce
Player_RecoilMode_Helper1 Link_HandleChangeInZVelocity
PlayerHandler_0B_FallingLedgeDown LinkHop_HoppingSouthOW
Player_Ledge_Handler1 LinkState_HandlingJump
Link_DoMoveXCoord_Outdoors_Helper3 LinkHop_FindTileToLandOnSouth
PlayerHandler_0C_FallingLedge LinkState_HoppingHorizontallyOW
Link_DoMoveXCoord_Outdoors_Helper2 Link_HoppingHorizontally_FindTile_Y
Player_RecoilMode_Helper2 Link_SetToDeepWater
PlayerHandler_0F_JumpLedgeMore_UNUSED LinkState_0F
Link_DoMoveXCoord_Outdoors_Helper1 Link_HoppingHorizontally_FindTile_X
PlayerHandler_0D_JumpDiagLedgeUp LinkState_HoppingDiagonallyUpOW
PlayerHandler_0E_JumpLedgeDown LinkState_HoppingDiagonallyDownOW
Link_Ledge_Func1 LinkHop_FindLandingSpotDiagonallyDown
Player_HandleIncapacitated_Helper1 Link_SplashUponLanding
PlayerHandler_11_StartDash LinkState_Dashing
PlayerHandler_12_OutOfDash LinkState_ExitingDash
Player_HaltDashAttack Link_CancelDash
Link_Move_Helper5 RepelDash
Link_MoveXY_Helper LinkApplyTileRebound
Player_RepelDashAttack Sprite_RepelDash
SetDirectionFromRecoil Flag67WithDirections
PlayerHandler_01_FallHole LinkState_Pits
DoSwordInteractionWithTiles_Helper2 HandleLayerOfDestination
Player_DecreaseHealthWithHole DungeonPitDoDamage
HoleToDungeon_Helper1 HandleDungeonLandingFromPit
PlayerHandler_04_Swimming_Inner Link_HandleSwimMovements
Link_Swim_Helper2 Link_FlagMaxAccels
Link_Swim_Helper3 Link_SetIceMaxAccel
Link_Swim_Helper4 Link_SetMomentum
Player_ResetSwimState Link_ResetSwimmingState
Link_ResetSomething1 Link_ResetStateAfterDamagingPit
Player_ResetSwimCollision ResetAllAcceleration
Link_Swim_Helper1 Link_HandleSwimAccels
Link_Swim_Helper5 Link_SetTheMaxAccel
PlayerHandler_07_Electrocution LinkState_Zapped
Link_SetInBed Link_TuckIntoBed
PlayerHandler_16_SleepInBed LinkState_Sleeping
PlayerHandler_16_SleepInBed_00 Link_SnoringInBed
PlayerHandler_16_SleepInBed_01 Link_SittingUpInBed
PlayerHandler_16_SleepInBed_02 Link_JumpingOutOfBed
Player_Sword Link_HandleSwordCooldown
Link_HandleYButtonItems Link_HandleYItem
Player_HandleActions Link_HandleAPress
Player_DoAction Link_APress_PerformBasic
Link_CheckFireBeam HandleSwordSfxAndBeam
Player_Sword_Inner Link_CheckForSwordSwing
Player_Sword_SpinAttackJerks HandleSwordControls
Player_SetAllowDirChangeEtc Link_ResetSwordAndItemUsage
Player_CalcSwordOamOffs CalculateSwordHitBox
Item_Rod_Shoot RodItem_CreateShot
Item_Rod_Shoot_2 RodItem_CreateIceShot
Item_Rod_Shoot_1_Outer RodItem_CreateFireShot
LinkItem_RemoveFromHand Link_ResetBoomerangYStuff
LinkItem_MagicPowder LinkItem_Powder
GanonEmerges_SpawnTravelBird CallForDuckIndoors
LinkItem_BookOfMudora LinkItem_Book
LinkItem_EtherMedallion LinkItem_Ether
PlayerHandler_08_Ether LinkState_UsingEther
PlayerHandler_09_Bombos LinkState_UsingBombos
PlayerHandler_0A_QuakeMedallion LinkState_UsingQuake
Link_SomethingThenSetSpinAttacking Link_ActivateSpinAttack
Link_SetSpinAttacking Link_AnimateVictorySpin
PlayerHandler_03_SpinAttack LinkState_SpinAttack
sub_87A8EC UNREACHABLE_07A8DC
PlayerHandler_14_MagicMirror LinkState_CrossingWorlds
Link_ActionBookMudora Link_PerformDesertPrayer
Player_AfterMirrorWarp HandleFollowersAfterMirroring
PlayerHandler_13_Hookshot LinkState_Hookshotting
Item_Cape_StopWithAnim Link_ForceUnequipCape
Player_TurnOffCapeMode Link_ForceUnequipCape_quietly
Link_SomethingCollideWithFloor HaltLinkWhenUsingItems
Player_CheckHandleCapeStuff_IfCarry Link_HandleCape_passive_LiftCheck
DoSwordInteractionWithTiles_Byrna SearchForByrnaSpark
LinkItem_BugCatchingNet LinkItem_Net
Link_CheckNewY_ButtonPress CheckYButtonPress
LinkItem_EvaluateMagicCost LinkCheckMagicCost
LinkItem_ReturnUnusedMagic Refund_Magic
Player_ResetSomeCrap Link_ItemReset_FromOverworldThings
Link_Lift Link_PerformThrow
Link_AfterAction1_Pickup Link_APress_LiftCarryThrow
Link_StartDash Link_PerformDash
nullsub_6 Link_APress_NothingB
Link_GrabWall Link_PerformGrab
Link_AfterAction3_GrabWall Link_APress_PullObject
Link_MovableStatue Link_PerformStatueDrag
Link_AfterAction6_MovableStatue Link_APress_StatueDrag
Link_PullForRupees Link_PerformRupeePull
PlayerHandler_1D_PullRupees LinkState_TreePull
Link_ReadSign Link_PerformRead
Link_Chest Link_PerformOpenChest
CheckAButtonPressedNow Link_CheckNewAPress
PlayerHandler_00_RelatedToABtn Link_HandleToss
sub_87B609 UNREACHABLE_07B5F2
Player_LimitDirections Link_HandleDiagonalCollision
Player_DoTileInteractions Link_HandleCardinalCollision
Link_MoveCoord_YX RunSlopeCollisionChecks_VerticalFirst
Link_MoveCoord_XY RunSlopeCollisionChecks_HorizontalFirst
Player_CheckSetLowerLevelMoving CheckIfRoomNeedsDoubleLayerCheck
Player_SetUpperLevelCheckMoving CreateVelocityFromMovingBackground
Link_DoMoveYCoord StartMovementCollisionChecks_Y
Link_DoMoveYCoord_Indoors StartMovementCollisionChecks_Y_HandleIndoors
Player_DoMoveY_Entry2 HandlePushingBonkingSnaps_Y
Link_DoMoveYCoord_Outdoors StartMovementCollisionChecks_Y_HandleOutdoors
Link_CheckTriggerJumpLedge1 RunLedgeHopTimer
Link_Move_Helper4_CheckSmash Link_BonkAndSmash
AlignYCoordToTile Link_AddInVelocityYFalling
Link_MoveY_AdjustXForDoor CalculateSnapScratch_Y
Add_R0_To_X AddAbsoluteScratchToXCoord
Link_MoveY_Doorway_Helper3 ChangeAxisOfPerpendicularDoorMovement_Y
Link_SubtractVelFromY Link_AddInVelocityY
Link_SomeKindOfRecoil_Y Link_HopInOrOutOfWater_Y
Link_MoveY_RecoilOther Link_FindValidLandingTile_North
Link_JumpOffLedgeUpDown Link_FindValidLandingTile_DiagonalNorth
Link_DoMoveXCoord StartMovementCollisionChecks_X
Link_DoMoveXCoord_Indoors StartMovementCollisionChecks_X_HandleIndoors
Player_DoMoveX_Entry2 HandlePushingBonkingSnaps_X
Link_DoMoveXCoord_Outdoors StartMovementCollisionChecks_X_HandleOutdoors
AlignXCoordToTile SnapOnX
Link_DoMoveXCoord_Indoors_0 CalculateSnapScratch_X
Add_R0_to_Y AddAbsoluteScratchToYCoord
Link_DoMoveXCoord_Indoors_DoorWay ChangeAxisOfPerpendicularDoorMovement_X
Link_SomeKindOfRecoil_X Link_HopInOrOutOfWater_X
Link_AvoidJudderAgainstDiagWall Link_HandleDiagonalKickback
DetectTiles_MoveY TileDetect_Movement_Y
DetectTiles_MoveX TileDetect_Movement_X
DetectTiles_3_UpDown TileDetect_Movement_VerticalSlopes
DetectTiles_4_LeftRight TileDetect_Movement_HorizontalSlopes
Player_TileDetectNearby_Far TileDetect_BigArea
DetectTiles_5_UNUSED TileDetect_UnusedIce
DoSwordInteractionWithTiles TileDetect_MainHandler
DoSwordInteractionWithTiles_Helper4 Link_PermissionForSloshSounds
ChangableDungeonObj_Func1B PushBlock_AttemptToPushTheBlock
GetBestActionToPerformOnTile Link_HandleLiftables
Link_Move_Helper6 HandleNudging
Hookshot_CheckTileCollison Hookshot_CheckTileCollision
DetectTiles_7 HandleNudgingInADoor
DetectTiles_8 TileCheckForMirrorBonk
DetectTiles_9 TileDetect_SwordSwingDeepInDoor
TileDetect_Execute TileDetection_Execute
DoSwordInteractionWithTiles_Helper TileBehavior_HandleItemAndExecute
TileHandlerIndoor_01 TileBehavior_StandardCollision
TileHandlerIndoor_18 TileBehavior_SlopeOuter
TileHandlerIndoor_10 TileBehavior_Slope
TileHandlerIndoor_1D TileBehavior_NorthSingleLayerStairs
TileHandlerIndoor_1E TileBehavior_NorthSwapLayerStairs
TileHandlerIndoor_20 TileBehavior_Pit
TileHandlerIndoor_0C TileBehavior_OverlayMask_0C
TileHandlerIndoor_0E TileBehavior_GanonIce
TileHandlerIndoor_0F TileBehavior_PalaceIce
TileHandlerIndoor_C0 TileBehavior_LightableTorch
TileHandlerIndoor_08 TileBehavior_DeepWater
TileHandlerIndoor_0A TileBehavior_ShortWaterLadder
TileHandlerIndoor_1C TileBehavior_OverlayMask_1C
TileHandlerIndoor_90 TileBehavior_LayerToggleShutterDoor
TileHandlerIndoor_98 TileBehavior_LayerAndDungeonToggleShutterDoor
TileHandlerIndoor_A2 TileBehavior_DungeonToggleShutterDoor
TileHandlerIndoor_A0 TileBehavior_DungeonToggleManualDoor
TileHandlerIndoor_09 TileBehavior_ShallowWater
TileHandlerIndoor_70 TileBehavior_ManipulablyReplaced
TileHandlerOutdoors_0B TileBehavior_UnusedDeepWater
TileHandlerIndoor_58 TileBehavior_Chest
TileHandlerIndoor_3D TileBehavior_SouthSingleLayerStairs
TileHandlerIndoor_44 TileBehavior_Spike
TileHandlerIndoor_0D TileBehavior_SpikeFloor
TileHandlerIndoor_27 TileBehavior_Hookshottables
IsHookshotTile TileBehavior_FlagManipulable
TileHandlerIndoor_F0 TileBehavior_FlaggableDoor
TileHandlerIndoor_60 TileBehavior_RupeeTile
TileHandlerIndoor_67 TileBehavior_CrystalPeg_Up
TileHandlerIndoor_68 TileBehavior_Conveyor_Upwards
TileHandlerIndoor_69 TileBehavior_Conveyor_Downwards
TileHandlerIndoor_6A TileBehavior_Conveyor_Leftwards
TileHandlerIndoor_6B TileBehavior_Conveyor_Rightwards
TileHandlerIndoor_63 TileBehavior_MinigameChest
TileHandlerIndoor_8E TileBehavior_Entrance
TileHandlerOutdoors_00 TileBehavior_NothingOW
TileHandlerIndoor_40 TileBehavior_ThickGrass
TileHandlerIndoor_48 TileBehavior_DiggableGround
TileHandlerIndoor_50 TileBehavior_Liftable
TileHandlerIndoor_29 TileBehavior_Ledge_South
TileHandlerIndoor_28 TileBehavior_Ledge_North
TileHandlerIndoor_2A TileBehavior_Ledge_EastWest
TileHandlerIndoor_2C TileBehavior_Ledge_NorthDiagonal
TileHandlerIndoor_2D TileBehavior_Ledge_SouthDiagonal
TileHandlerOutdoors_4C TileBehavior_UnusedCornerType
TileHandlerOutdoors_4E TileBehavior_EasternRuinsCorner
TileHandlerIndoor_4B TileBehavior_Warp
TileHandlerOutdoors_42 TileBehavior_GraveStone
TileHandlerIndoor_46 TileBehavior_HylianPlaque
TileHandlerIndoor_57 TileBehavior_BonkRocks
ChangableDungeonObj_Func1C PushBlock_GetTargetTileFlag
Link_AvoidJudderAgainstDiagWall_Y FlagMovingIntoSlopes_Y
Link_AvoidJudderAgainstDiagWall_X FlagMovingIntoSlopes_X
Player_HandleIncapacitated_Inner Link_HandleRecoiling
Player_SomethingWithVelocity Link_HandleVelocity
Player_MovePosition1 LinkHop_FindArbitraryLandingSpot
Player_ApplyDragAndComputeVel Link_HandleVelocityAndSandDrag
Player_SomethingWithVelocity_IsSwimming HandleSwimStrokeAndSubpixels
Player_SomethingWithVelocity_IsTired Link_DashInPlace
Player_CheckApplyFloorVel Link_HandleMovingFloor
Player_ApplyFloorVel Link_ApplyMovingFloorVelocity
Player_MovingBelt Link_ApplyConveyor
Player_UpdateDirection_PushingBits4 Link_HandleMovingAnimation_SetFacingDown
Player_UpdateDirection Link_HandleMovingAnimation_FullLongEntry
Player_UpdateDirection_Part2 Link_HandleMovingAnimation_StartWithDash
Player_UpdateDirection_Swimming Link_HandleMovingAnimationSwimming
Player_UpdateDirection_Running Link_HandleMovingAnimation_Dash
Player_CheckDoorwayQuadrantMovement HandleIndoorCameraAndDoors
Player_CheckDoorwayMovement HandleDoorTransitions
Player_CheckCrossQuadrantBoundary ApplyLinksMovementToCamera
PrayingScene_InitHDMA DesertPrayer_InitializeIrisHDMA
PrayingScene_HDMAStuff DesertPrayer_BuildIrisHDMATable
PrayingScene_Func1 DesertHDMA_CalculateIrisShapeLine
InsertIntoChangableDungeonObj FindFreeMovingBlockSlot
ChangableDungeonObj_Func1 InitializePushBlock
ChangableDungeonObj_Func2 PushBlock_Slide
PushBlock_Handler_Step4 PushBlock_HandleFalling
ChangableDungeonObj_Func2C PushBlock_ApplyVelocity
ChangableDungeonObj_Func2B PushBlock_HandleCollision
Sprite_HandlePushedBlocks Sprite_Dungeon_DrawAllPushBlocks
Sprite_DrawOnePushedBlock Sprite_Dungeon_DrawSinglePushBlock
Init_Player Link_Initialize
Player_ResetState Link_ResetProperties_A
Player_ResetState2 Link_ResetProperties_B
Player_ResetState3 Link_ResetProperties_C
Player_UsedForSpiralStaircase HandleLinkOnSpiralStairs
UsedForSpiralStaircase2 SpiralStairs_FindLandingSpot
Link_ResetTimerForPushGetTired LinkResetPushTimer
sub_87F3FD UNREACHABLE_07F3D7
Player_IsScreenTransitionBlocked Link_CheckForEdgeScreenTransition
Tagalong_CanWeDisplayMessage Follower_ValidateMessageFreedom
Player_ApproachTriforce TriforceRoom_LinkApproachTriforce
Sprite_CheckIfPlayerPreoccupied Sprite_CheckIfLinkIsBusy
Player_IsPipeEnterable Pipe_ValidateEntry
Player_OutdoorCacheStatePriorToHandler CacheCameraPropertiesIfOutdoors
Ancilla_DoSfx1_NearPlayer Ancilla_Sfx1_Near
Player_DoSfx2 Ancilla_Sfx2_Near
Player_DoSfx3 Ancilla_Sfx3_Near
Player_SetSfxPan Ancilla_Sfx_Near
Ancilla_DoSfx1 Ancilla_Sfx1_Pan
Ancilla_DoSfx2 Ancilla_Sfx2_Pan
Ancilla_DoSfx3 Ancilla_Sfx3_Pan
Ancilla_GetSfxPan Ancilla_Sfx_SetPan
Item_Rod_Shoot_1 AncillaAdd_FireRodShot
SomarianBlast_SpawnCentrifugalQuad SomariaBlock_SpawnBullets
Bomb_ProjectReflexiveSpeedOntoSprite Ancilla_ProjectReflexiveSpeedOntoSprite
Ancilla_ExecuteObjects Ancilla_ExecuteAll
Ancilla_ExecuteObject Ancilla_ExecuteOne
Ancilla_IceShotSparkle Ancilla13_IceRodSparkle
IceShotSparkle_Spawn AncillaAdd_IceRodSparkle
Ancilla_SomarianBlast Ancilla01_SomariaBullet
Ancilla_FireShot Ancilla02_FireRodShot
Ancilla_CheckTileCollisionStaggered Ancilla_CheckTileCollision_staggered
Ancilla_CheckTileCollisionOneFloorEx Ancilla_CheckTileCollision_targeted
Ancilla_BeamHit Ancilla04_BeamHit
Ancilla_CheckOneSpriteCollision Ancilla_CheckSpriteCollision_Single
Ancilla_IsToRightOfPlayer Ancilla_IsRightOfLink
Ancilla_IsBelowPlayer Ancilla_IsBelowLink
Ancilla_RepulseSpark Ancilla_WeaponTink
Ancilla_Boomerang Ancilla05_Boomerang
Boomerang_CheckForScreenEdgeReversal Boomerang_ScreenEdge
Boomerang_SelfTerminateIfOffscreen Boomerang_StopOffScreen
Ancilla_WallHit Ancilla06_WallHit
Ancilla_Bomb Ancilla07_Bomb
Ancilla_ConveyorBeltVelocityOverride Ancilla_ApplyConveyor
Ancilla_LiftableObjectLogic Ancilla_HandleLiftLogic
Ancilla_Liftable_Func4 Ancilla_LatchAltitudeAboveLink
Ancilla_Liftable_Func3 Ancilla_LatchLinkCoordinates
Ancilla_Liftable_Func2 Ancilla_LatchCarriedPosition
Ancilla_Adjust_Y_CoordByAltitude Ancilla_LatchYCoordToZ
Ancilla_RestoreY Ancilla_SetYFrom_DP72
Bomb_GetSomeDistance Bomb_GetDisplacementFromLink
Ancilla_DoorDebris Ancilla08_DoorDebris
Ancilla_Arrow Ancilla09_Arrow
Ancilla_HaltedArrow Ancilla0A_ArrowInTheWall
Ancilla_IceShot Ancilla0B_IceRodShot
Ancilla_IceShotSpread Ancilla11_IceRodWallHit
Ancilla_BlastWallStuff Ancilla33_BlastWallExplosion
BlastWall_DrawExplosion AncillaDraw_BlastWallBlast
Bomb_DrawExplosion AncillaDraw_Explosion
Ancilla_JumpSplash Ancilla15_JumpSplash
Ancilla_HitStars Ancilla16_HitStars
Ancilla_ShovelDirt Ancilla17_ShovelDirt
Ancilla_BlastWallFireball Ancilla32_BlastWallFireball
Ancilla_EtherSpell Ancilla18_EtherSpell
EtherSpell_LightningDescends EtherSpell_HandleLightningStroke
EtherSpell_PulsingBlitzOrb EtherSpell_HandleOrbPulse
EtherSpell_RadialStates EtherSpell_HandleRadialSpin
EtherSpell_DrawBlitzBall AncillaDraw_EtherBlitzBall
EtherSpell_DrawSplittingBlitzSegment AncillaDraw_EtherBlitzSegment
